T_UPDATE,CALLSIGN,OPERATOR,TYPE_OF_TRANSPONDER,T0,ICAO_ACTYPE,ADEP,DEST,TAS,RFL
26-8-2019 07:05:08,KLM34V,KLM,L,26-8-2019 02:54:00,B738,EDDM,EHAM,450,300.0
26-8-2019 06:50:07,BEL99H,BEL,H,26-8-2019 02:54:00,A319,EGPH,EBBR,453,230.0
26-8-2019 06:50:06,KLM736,KLM,L,26-8-2019 02:54:04,B744,TNCC,EHAM,490,390.0
26-8-2019 07:05:08,KLM1710,KLM,H,26-8-2019 02:55:00,E190,LPPR,EHAM,389,400.0
26-8-2019 06:50:07,FHM9021,FHM,H,26-8-2019 02:55:00,A320,EHEH,ORSU,449,370.0
26-8-2019 07:05:07,EJU65FK,EJU,L,26-8-2019 02:55:00,A319,EHAM,LDDU,440,390.0
26-8-2019 06:35:08,WZZ17AA,WZZ,L,26-8-2019 02:57:00,A320,EPGD,EHEH,392,360.0
26-8-2019 07:20:09,KLM72Z,KLM,L,26-8-2019 02:57:00,B738,EGPF,EHAM,450,390.0
26-8-2019 07:35:06,KLM16X,KLM,L,26-8-2019 02:58:00,E75L,EGNV,EHAM,450,330.0
26-8-2019 07:50:08,UAL909,UAL,L,26-8-2019 02:58:23,B763,KORD,EHAM,468,330.0
26-8-2019 07:05:09,KLM1838,KLM,L,26-8-2019 02:59:00,B737,LOWW,EHAM,445,400.0
26-8-2019 08:35:06,LOG2LM,LOG,S,26-8-2019 03:00:00,E135,EGNT,EBBR,338,310.0
26-8-2019 07:20:07,KLM1071,KLM,H,26-8-2019 03:00:00,E190,EHAM,EGCC,418,320.0
26-8-2019 08:05:08,NHX01A,NHX,S,26-8-2019 03:00:00,EC75,EHKD,EKAF,140,20.0
26-8-2019 09:35:07,NATO02,,L,26-8-2019 03:00:00,E3TF,ETNG,XTNG,420,310.0
26-8-2019 08:20:06,WHS3XH,WHS,S,26-8-2019 03:00:00,A139,EHHI,EDWE,140,0.0
26-8-2019 07:05:08,NHX15A,NHX,S,26-8-2019 03:00:00,EC55,EHKD,EHLV,130,20.0
26-8-2019 08:20:06,DHMIM,,S,26-8-2019 03:00:00,H269,EHLE,ZZZZ,75,0.0
26-8-2019 07:05:08,KLM1867,KLM,L,26-8-2019 03:00:00,E75L,EHAM,EDDS,392,310.0
26-8-2019 07:05:08,KLM37P,KLM,L,26-8-2019 03:00:00,B738,EHAM,LFPG,400,210.0
26-8-2019 07:35:06,EIN84L,EIN,H,26-8-2019 03:00:00,A320,EICK,EHAM,460,350.0
26-8-2019 07:05:07,KLM1471,KLM,L,26-8-2019 03:00:00,B737,EHAM,EGPF,446,400.0
26-8-2019 06:50:06,TRA79G,TRA,L,26-8-2019 03:00:00,B738,EHEH,LGAV,364,190.0
26-8-2019 07:05:08,DLH5A,DLH,H,26-8-2019 03:00:00,A20N,EHAM,EDDF,430,230.0
26-8-2019 07:05:08,TFL951,TFL,L,26-8-2019 03:00:00,B738,EHEH,HESH,456,350.0
26-8-2019 07:20:08,KLM58R,KLM,L,26-8-2019 03:01:01,B739,LROP,EHAM,453,340.0
26-8-2019 06:50:07,WZZ5VS,WZZ,L,26-8-2019 03:01:01,A21N,LHBP,EHEH,393,320.0
26-8-2019 07:35:07,BAW428,BAW,S,26-8-2019 03:03:01,A21N,EGLL,EHAM,460,210.0
26-8-2019 07:20:07,KLM25M,KLM,H,26-8-2019 03:03:01,E190,LEVC,EHAM,452,380.0
26-8-2019 07:20:09,TFL231,TFL,L,26-8-2019 03:05:01,B738,EHAM,LGIR,462,350.0
26-8-2019 08:05:08,KKK6724,KKK,S,26-8-2019 03:05:01,A332,EHAM,LTFM,467,370.0
26-8-2019 07:05:09,KLM1381,KLM,S,26-8-2019 03:05:01,B737,EHAM,LIRN,448,410.0
26-8-2019 07:35:07,EIN60A,EIN,H,26-8-2019 03:06:01,A320,EIDW,EHAM,460,370.0
26-8-2019 07:20:07,KLM1722,KLM,H,26-8-2019 03:07:01,E190,EBBR,EHAM,345,140.0
26-8-2019 07:05:08,KLM48Y,KLM,L,26-8-2019 03:08:01,B738,LSGG,EHAM,450,340.0
26-8-2019 07:20:07,KLM86W,KLM,L,26-8-2019 03:09:01,E190,LEBB,EHAM,449,400.0
26-8-2019 07:20:08,KLM1596,KLM,L,26-8-2019 03:09:01,B738,LIRF,EHAM,454,220.0
26-8-2019 07:50:06,WZZ361,WZZ,L,26-8-2019 03:10:01,A321,EPWA,EHEH,399,360.0
26-8-2019 07:20:09,SWR724,SWR,L,26-8-2019 03:10:01,A321,LSZH,EHAM,449,180.0
26-8-2019 07:20:08,KLM85J,KLM,L,26-8-2019 03:10:01,B738,EHAM,LEBL,452,350.0
26-8-2019 05:50:08,PHOTK,,S,26-8-2019 03:10:01,C172,EHBK,EBZW,100,0.0
26-8-2019 07:35:07,BTI6RV,BTI,S,26-8-2019 03:11:01,BCS3,EVRA,EHAM,442,400.0
26-8-2019 07:20:08,KLM74S,KLM,L,26-8-2019 03:12:01,B738,LPPT,EHAM,456,380.0
26-8-2019 07:20:08,KLM33G,KLM,H,26-8-2019 03:15:00,E190,EHAM,EGPD,421,320.0
26-8-2019 07:20:08,KLM83F,KLM,L,26-8-2019 03:15:00,B738,EHAM,EGBB,451,340.0
26-8-2019 07:20:07,EZS41MN,EZS,L,26-8-2019 03:15:00,A319,EHAM,LFSB,419,330.0
26-8-2019 07:20:07,EWG7181,EWG,H,26-8-2019 03:15:00,A320,EHAM,EDDH,398,230.0
26-8-2019 07:35:07,NJE024R,NJE,H,26-8-2019 03:15:00,F2TH,EHAM,LEIB,480,350.0
26-8-2019 07:20:09,KLM1197,KLM,L,26-8-2019 03:15:00,E75L,EHAM,ENZV,424,370.0
26-8-2019 07:35:06,CAI021,CAI,S,26-8-2019 03:16:00,A320,LTAI,EHAM,456,340.0
26-8-2019 07:50:07,EXS201,EXS,S,26-8-2019 03:17:00,B733,EGNM,EHAM,430,290.0
26-8-2019 07:20:09,KLM1610,KLM,L,26-8-2019 03:18:00,E75L,LIMJ,EHAM,391,320.0
26-8-2019 07:35:07,EZY74ZT,EZY,L,26-8-2019 03:18:00,A320,EGSS,EHAM,460,210.0
26-8-2019 07:20:09,FIN52V,FIN,L,26-8-2019 03:18:00,A319,EFHK,EBBR,440,330.0
26-8-2019 07:20:07,SIA7343,SIA,L,26-8-2019 03:18:00,B744,HKJK,EHAM,509,300.0
26-8-2019 07:35:08,EZY7401,EZY,L,26-8-2019 03:20:00,A320,EGMC,EHAM,460,190.0
26-8-2019 07:35:06,KLM1295,KLM,H,26-8-2019 03:20:00,E190,EHAM,LFBD,445,350.0
26-8-2019 07:20:08,SAS589,SAS,L,26-8-2019 03:21:00,B737,ESSA,EBBR,430,350.0
26-8-2019 07:35:07,AUA37H,AUA,H,26-8-2019 03:21:00,A320,LOWW,EHAM,450,280.0
26-8-2019 07:35:08,KLM922,KLM,H,26-8-2019 03:21:00,E190,EGPE,EHAM,451,390.0
26-8-2019 08:05:07,LZB461,LZB,S,26-8-2019 03:21:00,B733,LBSF,EHAM,432,340.0
26-8-2019 07:35:07,KLM1635,KLM,L,26-8-2019 03:25:00,B737,EHAM,LIMC,447,390.0
26-8-2019 07:35:06,KLM77H,KLM,L,26-8-2019 03:25:00,E75L,EHAM,LFSB,407,330.0
26-8-2019 07:35:07,KLM51Z,KLM,L,26-8-2019 03:25:00,B737,EHAM,ENBR,447,390.0
26-8-2019 07:50:07,KLM27Y,KLM,L,26-8-2019 03:25:00,E75L,EHAM,EKYT,418,370.0
26-8-2019 07:35:06,KLM1049,KLM,H,26-8-2019 03:25:01,E190,EHAM,EGGD,397,280.0
26-8-2019 07:35:07,KLM1854,KLM,L,26-8-2019 03:25:01,E75L,EDDL,EHAM,318,140.0
26-8-2019 07:50:07,KLM1341,KLM,H,26-8-2019 03:25:01,E190,EHAM,EKBI,402,290.0
26-8-2019 07:20:09,KLM73J,KLM,H,26-8-2019 03:25:01,E190,EHAM,EDDF,381,230.0
26-8-2019 07:20:07,WZZ3MH,WZZ,L,26-8-2019 03:26:01,A321,EPKT,EHEH,399,360.0
26-8-2019 08:20:08,UAE145,UAE,L,26-8-2019 03:26:14,B77W,OMDB,EHAM,484,340.0
26-8-2019 07:35:08,NATO01,,L,26-8-2019 03:30:01,E3TF,ETNG,XTNG,420,230.0
26-8-2019 09:35:06,PHSVP,,S,26-8-2019 03:30:01,P28A,EHRD,EHMZ,100,0.0
26-8-2019 08:35:07,PHKDN,,S,26-8-2019 03:30:01,C172,EHGG,EHGG,100,0.0
26-8-2019 07:50:08,BEE8AL,BEE,H,26-8-2019 03:30:01,E195,EGBB,EHAM,425,130.0
26-8-2019 07:50:07,BTI43N,BTI,S,26-8-2019 03:32:01,BCS3,EETN,EHAM,433,400.0
26-8-2019 08:05:07,RYR8VZ,RYR,S,26-8-2019 03:32:01,B738,EIDW,EHAM,450,350.0
26-8-2019 08:20:07,THY1TN,THY,L,26-8-2019 03:34:01,B77W,LTFM,EHAM,484,360.0
26-8-2019 07:50:07,DLH5JF,DLH,H,26-8-2019 03:34:01,A20N,EDDF,EHAM,430,220.0
26-8-2019 07:50:07,BEE4CL,BEE,H,26-8-2019 03:34:01,DH8D,EGHI,EHAM,315,120.0
26-8-2019 07:35:08,KLM1007,KLM,L,26-8-2019 03:35:01,B738,EHAM,EGLL,419,240.0
26-8-2019 07:35:07,KLM47W,KLM,H,26-8-2019 03:35:01,E190,EHAM,EGNT,414,320.0
26-8-2019 07:20:07,SUS9097,SUS,S,26-8-2019 03:35:05,J328,EGCC,LFQQ,381,330.0
26-8-2019 08:50:06,BEE1PA,BEE,H,26-8-2019 03:36:01,E75S,EGBB,EDDL,434,270.0
26-8-2019 08:05:08,EZY26KR,EZY,L,26-8-2019 03:36:01,A320,EGGD,EHAM,460,230.0
26-8-2019 08:05:07,ASL69Y,ASL,H,26-8-2019 03:37:00,A319,LYBE,EHAM,447,300.0
26-8-2019 08:05:07,TGZ651,TGZ,S,26-8-2019 03:37:02,B738,UGTB,EHAM,454,320.0
26-8-2019 08:35:07,EZY65WT,EZY,L,26-8-2019 03:39:00,A320,EGCC,EHAM,460,270.0
26-8-2019 07:50:06,ECA1C,ECA,S,26-8-2019 03:40:00,C25A,EHAM,EGKB,373,200.0
26-8-2019 08:05:07,VLG83KQ,VLG,S,26-8-2019 03:40:00,A320,LEBL,EHAM,452,320.0
26-8-2019 08:50:08,LOT265,LOT,S,26-8-2019 03:41:00,B733,EPWA,EHAM,428,360.0
26-8-2019 07:50:08,EIN69L,EIN,H,26-8-2019 03:41:00,A320,EIDW,EDDL,441,370.0
26-8-2019 07:20:09,RYR2GC,RYR,S,26-8-2019 03:44:00,B738,LEMG,EHEH,429,280.0
26-8-2019 07:50:08,AFR67BN,AFR,H,26-8-2019 03:44:00,A321,LFPG,EHAM,400,220.0
26-8-2019 09:05:08,HNL06A,HNL,E,26-8-2019 03:45:00,A139,ZZZZ,EHKD,140,30.0
26-8-2019 06:50:06,EZY87QB,EZY,L,26-8-2019 03:45:00,A319,EHAM,EGGW,376,240.0
26-8-2019 07:50:07,KLM75N,KLM,L,26-8-2019 03:45:00,E75L,EHAM,EDDW,352,230.0
26-8-2019 07:50:07,KLM59K,KLM,H,26-8-2019 03:45:00,E190,EHAM,LIRQ,452,390.0
26-8-2019 09:20:05,NHX15A,NHX,S,26-8-2019 03:45:00,EC55,EHMF,EHKD,130,30.0
26-8-2019 08:05:07,AEA35UZ,AEA,L,26-8-2019 03:45:00,A332,LEMD,EHAM,445,260.0
26-8-2019 07:50:08,RYR17AY,RYR,S,26-8-2019 03:45:00,B738,EHEH,EGSS,360,220.0
26-8-2019 11:20:07,OOKNM,,S,26-8-2019 03:45:00,R44,EBLG,ZZZZ,100,0.0
26-8-2019 07:35:08,EJU84TM,EJU,L,26-8-2019 03:45:00,A320,EHAM,LIMC,462,330.0
26-8-2019 07:50:08,UAE9916,UAE,L,26-8-2019 03:45:57,B77L,TJBQ,EHAM,485,330.0
26-8-2019 08:35:07,FIN47U,FIN,L,26-8-2019 03:46:00,A321,EFHK,EHAM,450,360.0
26-8-2019 08:20:08,BAW936,BAW,S,26-8-2019 03:47:00,A320,EGLL,EDDL,439,330.0
26-8-2019 08:05:08,KLM82V,KLM,L,26-8-2019 03:48:01,E75L,EDDH,EHAM,370,260.0
26-8-2019 07:50:08,BTI92E,BTI,S,26-8-2019 03:48:01,B733,EYVI,EHAM,424,360.0
26-8-2019 07:50:07,RYR9564,RYR,S,26-8-2019 03:48:01,B738,ESKN,EBCI,437,370.0
26-8-2019 08:35:08,KLM602,KLM,L,26-8-2019 03:48:26,B744,KLAX,EHAM,529,330.0
26-8-2019 08:50:05,DLH6YX,DLH,H,26-8-2019 03:50:01,A319,EHAM,EDDM,439,350.0
26-8-2019 08:05:09,KLM21E,KLM,L,26-8-2019 03:50:01,B738,EHAM,LHBP,452,370.0
26-8-2019 07:50:07,AFR1237,AFR,H,26-8-2019 03:50:01,CRJ7,EHAM,LFST,400,210.0
26-8-2019 07:50:07,RYR4CM,RYR,S,26-8-2019 03:50:01,B738,LEAL,EHEH,435,360.0
26-8-2019 07:35:08,RYR31AP,RYR,S,26-8-2019 03:50:01,B738,EHEH,LEGE,424,330.0
26-8-2019 07:35:08,KLM618,KLM,L,26-8-2019 03:50:11,A333,KBOS,EHAM,470,410.0
26-8-2019 07:05:08,CAI4VV,CAI,L,26-8-2019 03:52:01,B738,LTAI,EHBK,459,380.0
26-8-2019 07:50:07,KLM878,KLM,L,26-8-2019 03:53:01,B789,VABB,EHAM,495,340.0
26-8-2019 07:50:07,KLM901,KLM,L,26-8-2019 03:53:17,B737,EHAM,UUEE,457,390.0
26-8-2019 08:05:06,DAL48,DAL,L,26-8-2019 03:53:47,A333,KJFK,EHAM,470,350.0
26-8-2019 07:50:08,KLM702,KLM,L,26-8-2019 03:54:22,B789,SAEZ,EHAM,482,350.0
26-8-2019 08:05:07,SAS57B,SAS,L,26-8-2019 03:55:01,A319,EKCH,EBBR,430,350.0
26-8-2019 08:05:08,KLM99Y,KLM,L,26-8-2019 03:55:01,E190,EHAM,LFBO,445,350.0
26-8-2019 08:05:07,EZY73QK,EZY,L,26-8-2019 03:55:01,A319,EHAM,EGKK,380,240.0
26-8-2019 07:35:07,RYR1Y,RYR,S,26-8-2019 03:55:01,B738,LIRA,EHEH,447,380.0
26-8-2019 07:50:08,KLM61A,KLM,H,26-8-2019 03:55:01,E190,EHAM,EBBR,348,150.0
26-8-2019 08:20:08,KLM87Q,KLM,L,26-8-2019 03:55:01,B738,EHAM,LPPT,455,350.0
26-8-2019 08:35:07,SAS2551,SAS,L,26-8-2019 03:56:01,A319,EKCH,EHAM,440,260.0
26-8-2019 07:50:08,EWG4TW,EWG,H,26-8-2019 03:59:24,A333,KMIA,EDDL,471,410.0
26-8-2019 08:05:09,KLM65B,KLM,L,26-8-2019 04:00:00,E75L,EHAM,ELLX,351,210.0
26-8-2019 08:20:06,PHGOV,,L,26-8-2019 04:00:00,B737,EHAM,LKPR,448,410.0
26-8-2019 08:05:09,HNL63A,HNL,E,26-8-2019 04:00:00,A139,EHKD,EHKV,140,20.0
26-8-2019 08:05:07,JCL3,JCL,S,26-8-2019 04:00:00,LJ31,EHRD,ENML,433,410.0
26-8-2019 09:20:05,PHDRT,,S,26-8-2019 04:00:00,P28A,EHLE,EDLP,100,40.0
26-8-2019 08:20:08,EJU94GF,EJU,L,26-8-2019 04:00:00,A319,EHAM,EDDB,395,270.0
26-8-2019 07:20:07,BEE6BP,BEE,H,26-8-2019 04:01:00,DH8D,EGCC,EHAM,318,140.0
26-8-2019 09:05:08,CSN479,CSN,L,26-8-2019 04:01:26,B77L,EHAM,ZUCK,486,330.0
26-8-2019 08:05:08,BTI2TA,BTI,S,26-8-2019 04:02:00,BCS3,EBBR,EETN,435,410.0
26-8-2019 08:35:06,BAW2758,BAW,S,26-8-2019 04:03:00,A320,EGKK,EHAM,460,230.0
26-8-2019 08:20:06,GES541V,GES,H,26-8-2019 04:03:00,C680,LEIB,EHAM,436,400.0
26-8-2019 08:20:07,KLM676,KLM,L,26-8-2019 04:03:23,A332,CYEG,EHAM,469,370.0
26-8-2019 08:20:08,KLM24P,KLM,L,26-8-2019 04:04:00,B737,LFPG,EHAM,397,240.0
26-8-2019 08:20:06,KLM1651,KLM,L,26-8-2019 04:05:00,B738,EHAM,LIPZ,453,370.0
26-8-2019 08:20:06,KLM1711,KLM,L,26-8-2019 04:05:00,E190,EHAM,LPPR,445,350.0
26-8-2019 07:50:08,WZZ9MA,WZZ,L,26-8-2019 04:05:00,A320,EHEH,EPGD,449,370.0
26-8-2019 08:05:09,KLM79L,KLM,L,26-8-2019 04:05:00,E75L,EHAM,EGSH,332,200.0
26-8-2019 08:05:08,KLM13N,KLM,L,26-8-2019 04:05:00,E75L,EHAM,EGFF,441,360.0
26-8-2019 07:50:07,RYR2BV,RYR,S,26-8-2019 04:06:20,B738,LMML,EHBK,449,360.0
26-8-2019 08:35:07,EZY63KJ,EZY,L,26-8-2019 04:10:01,A319,EHAM,EGGP,345,280.0
26-8-2019 08:35:07,KLM1993,KLM,H,26-8-2019 04:10:01,E190,EHAM,EPKK,449,390.0
26-8-2019 08:50:05,SAS821,SAS,L,26-8-2019 04:10:01,A20N,ENGM,EHAM,440,380.0
26-8-2019 08:35:06,LXA15P,LXA,H,26-8-2019 04:10:01,C56X,EHAM,EDXW,418,290.0
26-8-2019 08:20:07,LOT2976,LOT,S,26-8-2019 04:11:01,CRJ9,EBBR,EETN,430,370.0
26-8-2019 08:35:08,ACA824,ACA,L,26-8-2019 04:13:41,B77W,CYYZ,EHAM,485,330.0
26-8-2019 08:50:06,FOO768M,FOO,S,26-8-2019 04:14:01,A321,EGGW,EHAM,460,230.0
26-8-2019 06:20:08,DAL71,DAL,L,26-8-2019 04:14:19,A333,EHAM,KATL,476,340.0
26-8-2019 09:35:08,MPH8911,MPH,S,26-8-2019 04:15:01,B744,EHAM,HECA,490,390.0
26-8-2019 11:50:08,PHRBC,,S,26-8-2019 04:15:01,EC20,ZZZZ,EBAW,105,0.0
26-8-2019 08:20:07,WZZ4,WZZ,L,26-8-2019 04:15:01,A321,EHEH,LROP,450,350.0
26-8-2019 08:20:09,RYR20ER,RYR,S,26-8-2019 04:15:01,B738,EKCH,EBCI,441,350.0
26-8-2019 08:35:07,UAL71,UAL,L,26-8-2019 04:15:01,B764,EHAM,KEWR,466,320.0
26-8-2019 12:05:06,PHDKI,,S,26-8-2019 04:15:01,P68,EHTX,EHAL,100,0.0
26-8-2019 08:20:08,KLM49G,KLM,H,26-8-2019 04:15:01,E190,EHAM,LEBB,453,390.0
26-8-2019 08:20:08,KLM37X,KLM,H,26-8-2019 04:15:01,E190,EHAM,LOWG,451,370.0
26-8-2019 08:20:09,RYR76NK,RYR,S,26-8-2019 04:17:01,B738,EGPH,EHEH,450,210.0
26-8-2019 08:35:06,KLM1541,KLM,H,26-8-2019 04:20:00,E190,EHAM,EGNM,413,300.0
26-8-2019 08:35:08,KLM63M,KLM,H,26-8-2019 04:20:00,E190,EHAM,ENVA,451,370.0
26-8-2019 08:50:06,HNL07A,HNL,E,26-8-2019 04:20:00,A139,EHKC,EHKD,140,30.0
26-8-2019 08:05:08,WZZ8JY,WZZ,L,26-8-2019 04:20:00,A21N,EHEH,LHBP,444,350.0
26-8-2019 08:35:08,KLM29U,KLM,L,26-8-2019 04:20:00,B738,EHAM,ENGM,460,370.0
26-8-2019 08:20:07,KLM92D,KLM,H,26-8-2019 04:20:00,E190,EHAM,EDDS,416,310.0
26-8-2019 08:20:06,NAF46,NAF,H,26-8-2019 04:20:00,DC10,EHEH,OMDM,479,350.0
26-8-2019 08:20:09,BEL5KR,BEL,H,26-8-2019 04:21:00,A319,EBBR,EDDH,454,390.0
26-8-2019 09:05:06,EZY79EZ,EZY,L,26-8-2019 04:22:00,A319,EGGW,EHAM,460,230.0
26-8-2019 08:35:08,SAS66A,SAS,L,26-8-2019 04:23:00,B737,ENGM,EBBR,430,330.0
26-8-2019 08:35:08,EWG8JM,EWG,E,26-8-2019 04:24:00,A319,EGLL,EDDL,416,330.0
26-8-2019 08:05:08,JAF2MD,JAF,L,26-8-2019 04:24:00,B738,GMFO,EHEH,447,280.0
26-8-2019 08:35:08,KLM27G,KLM,H,26-8-2019 04:25:00,E190,EHAM,EDDV,384,230.0
26-8-2019 08:50:07,CSA617,CSA,L,26-8-2019 04:25:00,B738,EHAM,LKPR,443,330.0
26-8-2019 08:50:06,KLM11B,KLM,L,26-8-2019 04:25:00,B738,EHAM,EKCH,464,350.0
26-8-2019 08:35:07,KLM1253,KLM,L,26-8-2019 04:25:00,B737,EHAM,LFMN,448,410.0
26-8-2019 08:35:09,KLM987,KLM,H,26-8-2019 04:25:00,E190,EHAM,EGLC,359,160.0
26-8-2019 08:50:06,EJU86KU,EJU,L,26-8-2019 04:26:00,A320,EGKK,EHAM,460,230.0
26-8-2019 08:50:07,UAL968,UAL,L,26-8-2019 04:26:15,B789,KSFO,EHAM,487,410.0
26-8-2019 08:35:09,UAL20,UAL,L,26-8-2019 04:27:56,B772,KIAH,EHAM,485,350.0
26-8-2019 08:50:05,EIN84T,EIN,H,26-8-2019 04:30:01,A320,EHAM,EICK,441,360.0
26-8-2019 08:35:08,KLM1485,KLM,L,26-8-2019 04:30:01,E75L,EHAM,EGNJ,383,300.0
26-8-2019 08:50:08,KLM32R,KLM,L,26-8-2019 04:30:01,B738,EHAM,LFML,452,350.0
26-8-2019 09:05:06,EWG6LE,EWG,E,26-8-2019 04:30:01,A319,EGBB,EDDL,414,330.0
26-8-2019 08:35:07,AFR71DN,AFR,H,26-8-2019 04:30:01,A321,EHAM,LFPG,400,210.0
26-8-2019 08:50:08,SAS1553,SAS,L,26-8-2019 04:30:01,B738,ESSA,EHAM,440,260.0
26-8-2019 10:20:08,PHSVU,,S,26-8-2019 04:30:01,DR40,EHRD,EHMZ,105,0.0
26-8-2019 09:05:07,DLH1ET,DLH,H,26-8-2019 04:30:01,A320,EDDF,EHAM,410,200.0
26-8-2019 08:50:05,KLM17M,KLM,L,26-8-2019 04:30:01,B738,EHAM,LEMD,454,350.0
26-8-2019 08:50:06,KLM47V,KLM,L,26-8-2019 04:30:01,B738,EHAM,EDDM,452,350.0
26-8-2019 09:05:07,NACHO71,,H,26-8-2019 04:30:01,K35R,ETNG,XTNG,420,310.0
26-8-2019 08:35:08,GOBEI,,S,26-8-2019 04:30:01,TOBA,EHGG,EDHL,120,40.0
26-8-2019 09:05:08,KLM44K,KLM,L,26-8-2019 04:30:01,B739,EHAM,LROP,454,370.0
26-8-2019 08:20:08,TFL362,TFL,L,26-8-2019 04:30:42,B788,TNCA,EHAM,487,390.0
26-8-2019 08:35:07,STK6032,STK,S,26-8-2019 04:32:01,AT76,EGMC,EHGG,265,190.0
26-8-2019 08:50:06,CLX53J,CLX,L,26-8-2019 04:32:55,B748,TJBQ,EHAM,490,310.0
26-8-2019 09:05:07,DLH1RJ,DLH,H,26-8-2019 04:33:01,A320,EDDM,EHAM,452,340.0
26-8-2019 08:35:08,KLM592,KLM,L,26-8-2019 04:33:01,B772,FAOR,EHAM,490,320.0
26-8-2019 09:05:06,CTN5NL,CTN,H,26-8-2019 04:34:01,A319,LDZA,EHAM,453,360.0
26-8-2019 08:50:05,KLM1533,KLM,L,26-8-2019 04:35:01,E75L,EHAM,EGNV,393,320.0
26-8-2019 08:50:08,KLM1555,KLM,L,26-8-2019 04:35:01,E75L,EHAM,LIMF,424,350.0
26-8-2019 08:35:07,KLM83J,KLM,H,26-8-2019 04:35:01,E190,EHAM,LIRQ,449,410.0
26-8-2019 09:20:07,NHX01A,NHX,S,26-8-2019 04:35:01,EC75,EKAF,EHKD,140,30.0
26-8-2019 09:05:08,EIN603,EIN,H,26-8-2019 04:35:01,A320,EHAM,EIDW,439,360.0
26-8-2019 08:35:09,KLM81K,KLM,L,26-8-2019 04:35:01,B738,EHAM,LIRF,451,390.0
26-8-2019 08:50:06,PNX516,PNX,S,26-8-2019 04:36:01,JS32,EKCH,EHGG,267,160.0
26-8-2019 09:05:07,DAL136,DAL,L,26-8-2019 04:36:49,A333,KDTW,EHAM,470,410.0
26-8-2019 08:50:07,KLM96T,KLM,H,26-8-2019 04:38:00,E190,LKPR,EHAM,443,400.0
26-8-2019 08:05:08,CAI9D,CAI,L,26-8-2019 04:40:00,B738,LTAI,EHEH,459,380.0
26-8-2019 08:50:05,KLM51Y,KLM,L,26-8-2019 04:40:00,B737,EHAM,LSGG,442,330.0
26-8-2019 09:05:06,KLM1037,KLM,L,26-8-2019 04:40:00,B738,EHAM,LEMG,453,350.0
26-8-2019 08:50:06,CAI3BK,CAI,L,26-8-2019 04:40:00,B738,EHBK,LTAI,359,90.0
26-8-2019 09:35:07,EXS202,EXS,S,26-8-2019 04:40:00,B733,EHAM,EGNM,423,300.0
26-8-2019 08:50:06,KLM57C,KLM,L,26-8-2019 04:40:00,B738,EHAM,LSZH,451,330.0
26-8-2019 08:20:09,TFL96J,TFL,L,26-8-2019 04:40:00,B738,EHRD,GCRR,459,330.0
26-8-2019 08:35:09,KLM1199,KLM,L,26-8-2019 04:40:00,E190,EHAM,ENZV,452,370.0
26-8-2019 08:50:08,BEL1ZT,BEL,H,26-8-2019 04:41:00,A319,EBBR,EKCH,453,390.0
26-8-2019 08:50:06,BEL7YG,BEL,H,26-8-2019 04:41:00,A319,EBBR,ESGG,453,390.0
26-8-2019 09:05:08,BAW430,BAW,S,26-8-2019 04:42:00,A321,EGLL,EHAM,460,230.0
26-8-2019 08:50:08,KLM85U,KLM,L,26-8-2019 04:42:00,B738,EDDT,EHAM,433,260.0
26-8-2019 09:20:08,ROT361J,ROT,S,26-8-2019 04:43:00,B738,LROP,EHAM,453,200.0
26-8-2019 06:05:08,KLM31,KLM,L,26-8-2019 04:45:00,B772,EHAM,CYYZ,482,340.0
26-8-2019 08:50:07,KLM33Z,KLM,L,26-8-2019 04:45:00,E75L,EHAM,EIDW,423,360.0
26-8-2019 08:35:07,WZZ846,WZZ,L,26-8-2019 04:45:00,A321,EHEH,EYKA,451,370.0
26-8-2019 09:05:07,KLM53W,KLM,L,26-8-2019 04:45:00,B737,EHAM,EPWA,458,410.0
26-8-2019 08:35:08,PHAED,,S,26-8-2019 04:45:00,P28A,EHHV,EHBK,120,0.0
26-8-2019 08:50:08,EZY97KM,EZY,L,26-8-2019 04:45:00,A320,EHAM,EGSS,385,240.0
26-8-2019 08:50:08,KLM1279,KLM,L,26-8-2019 04:45:00,B738,EHAM,EGPH,452,380.0
26-8-2019 09:05:07,WZZ451,WZZ,L,26-8-2019 04:45:00,A321,EHEH,EPWA,451,350.0
26-8-2019 08:50:07,KLM1455,KLM,H,26-8-2019 04:45:00,E190,EHAM,LFRS,429,330.0
26-8-2019 09:05:07,SWR77E,SWR,L,26-8-2019 04:45:00,A321,EHAM,LSZH,463,330.0
26-8-2019 10:50:06,HKS306B,HKS,E,26-8-2019 04:45:45,EC75,EGPD,EHKD,145,30.0
26-8-2019 08:50:08,AFL2168,AFL,L,26-8-2019 04:46:01,B738,UUEE,EBBR,454,330.0
26-8-2019 09:20:06,KLM50V,KLM,H,26-8-2019 04:46:01,E190,LSGG,EHAM,451,380.0
26-8-2019 09:05:07,BTI60L,BTI,S,26-8-2019 04:47:01,BCS3,EBBR,EVRA,435,410.0
26-8-2019 08:35:07,PHMLQ,,S,26-8-2019 04:47:09,TOBA,EHLE,EHRD,100,0.0
26-8-2019 14:35:07,BIO03,BIO,S,26-8-2019 04:48:01,P68,EDXJ,EDXJ,120,18.0
26-8-2019 08:50:07,KLM767,KLM,L,26-8-2019 04:49:19,A333,TNCB,EHAM,470,370.0
